ticket_id,customer_id,ticket_type,message,sentiment,status,created_at
TICK-001148,CUST-00967,order_inquiry,My package was supposed to arrive 12 days ago and I still haven't received it.,neutral,open,2025-06-23T10:00:00
TICK-001149,CUST-00445,policy_question,How long do I have to return an item after delivery?,neutral,resolved,2025-01-19T21:00:00
TICK-001150,CUST-00589,escalation,"This is regarding order ORD-007394, I've been going back and forth for a week with no resolution.",negative,resolved,2025-08-03T12:00:00
TICK-001151,CUST-00895,return_request,"I ordered the wrong color by mistake, is exchange possible at this point?",negative,resolved,2025-06-26T00:00:00
TICK-001152,CUST-00626,return_request,"I ordered the wrong color by mistake, is exchange possible at this point?",neutral,resolved,2025-08-17T20:00:00
TICK-001153,CUST-00808,order_inquiry,Checking in on ORD-005115 — no movement on tracking for almost a week.,negative,resolved,2025-06-26T20:00:00
TICK-001154,CUST-00903,policy_question,Do premium members get extended return windows?,neutral,open,2025-01-19T17:00:00
TICK-001155,CUST-00533,policy_question,How long do I have to return an item after delivery?,neutral,open,2025-02-17T16:00:00
TICK-001156,CUST-00349,retention_risk,"Every order this month has had some issue, what's going on?",negative,open,2025-01-15T17:00:00
TICK-001157,CUST-00853,retention_risk,"I've been a loyal customer for years and this keeps happening, I'm losing patience.",very_negative,resolved,2025-09-16T03:00:00
TICK-001158,CUST-00266,return_request,"The product stopped working after two uses, I want to return it.",negative,open,2025-01-25T20:00:00
TICK-001159,CUST-00306,escalation,"This has gone on too long, please escalate this to a supervisor.",negative,resolved,2025-06-23T07:00:00
TICK-001160,CUST-00580,return_request,"This isn't what was pictured on the product page, requesting a return.",neutral,resolved,2025-06-03T09:00:00
TICK-001161,CUST-00689,retention_risk,"Thinking about closing my account, can you give me a reason not to?",negative,resolved,2025-05-07T03:00:00
TICK-001162,CUST-00198,policy_question,How long does a refund actually take to process once approved?,neutral,resolved,2025-02-20T04:00:00
TICK-001163,CUST-00084,retention_risk,This is becoming a pattern and I don't think I want to keep ordering here.,negative,open,2025-08-06T04:00:00
TICK-001164,CUST-00080,policy_question,What counts as eligible for a late-delivery refund?,neutral,resolved,2025-07-22T08:00:00
TICK-001165,CUST-00451,retention_risk,This is becoming a pattern and I don't think I want to keep ordering here.,very_negative,resolved,2025-03-25T04:00:00
TICK-001166,CUST-00729,policy_question,What counts as eligible for a late-delivery refund?,neutral,open,2025-03-02T22:00:00
TICK-001167,CUST-00034,order_inquiry,The courier app says delivered but nothing showed up at my door.,negative,open,2025-07-09T03:00:00
TICK-001168,CUST-00113,retention_risk,This is becoming a pattern and I don't think I want to keep ordering here.,negative,resolved,2025-05-29T01:00:00
TICK-001169,CUST-00313,policy_question,"My order arrived 7 days ago but it's damaged, can I still get a refund?",neutral,resolved,2025-05-31T15:00:00
TICK-001170,CUST-00803,order_inquiry,Can someone tell me what's happening with order ORD-001165?,negative,resolved,2025-01-25T09:00:00
TICK-001171,CUST-00188,return_request,"Wrong size arrived, can I exchange it instead of a full return?",negative,open,2025-03-04T17:00:00
TICK-001172,CUST-00428,policy_question,What is your refund policy for items damaged in shipping?,neutral,resolved,2025-08-20T10:00:00
TICK-001173,CUST-00738,return_request,Item from ORD-006836 arrived defective right out of the box.,neutral,open,2025-09-16T20:00:00
TICK-001174,CUST-00684,policy_question,What counts as eligible for a late-delivery refund?,neutral,open,2025-06-16T02:00:00
TICK-001175,CUST-00420,return_request,"This isn't what was pictured on the product page, requesting a return.",negative,open,2025-07-22T10:00:00
TICK-001176,CUST-00754,retention_risk,"I'm one bad experience away from cancelling, just being honest.",very_negative,open,2025-03-26T22:00:00
TICK-001177,CUST-00816,order_inquiry,My delivery window passed yesterday and there's no update.,negative,resolved,2025-03-05T20:00:00
TICK-001178,CUST-00979,retention_risk,"I've been a loyal customer for years and this keeps happening, I'm losing patience.",negative,open,2025-09-01T16:00:00
TICK-001179,CUST-00675,return_request,"This arrived damaged, the box was crushed and the product inside is cracked.",neutral,open,2025-05-21T06:00:00
TICK-001180,CUST-00455,order_inquiry,"Order ORD-006873 shows 'processing' for 14 days now, is that normal?",neutral,resolved,2025-07-25T18:00:00
TICK-001181,CUST-00448,order_inquiry,My package was supposed to arrive 7 days ago and I still haven't received it.,neutral,resolved,2025-01-13T16:00:00
TICK-001182,CUST-00094,policy_question,Is expedited shipping refundable if the delivery is late anyway?,neutral,open,2025-03-28T09:00:00
TICK-001183,CUST-00787,order_inquiry,The tracking page hasn't changed since it left the warehouse.,neutral,open,2025-06-07T13:00:00
TICK-001184,CUST-00630,retention_risk,"This is the third time an order has been late, I'm thinking about cancelling my account.",very_negative,open,2025-01-14T22:00:00
TICK-001185,CUST-00102,order_inquiry,"I never got a shipping confirmation email, did my order actually go through?",neutral,open,2025-07-31T10:00:00
TICK-001186,CUST-00054,order_inquiry,Tracking says shipped but there hasn't been an update in four days.,neutral,open,2025-05-02T15:00:00
TICK-001187,CUST-00395,policy_question,Are digital or downloadable products ever returnable?,neutral,resolved,2025-02-01T10:00:00
TICK-001188,CUST-00068,policy_question,Can I return an item I opened but didn't use?,neutral,open,2025-07-28T20:00:00
TICK-001189,CUST-00568,order_inquiry,My package was supposed to arrive 6 days ago and I still haven't received it.,negative,open,2025-05-07T17:00:00
TICK-001190,CUST-00582,retention_risk,If order ORD-002496 is late again I'm done ordering from here.,very_negative,resolved,2025-02-12T20:00:00
TICK-001191,CUST-00383,policy_question,How long do I have to return an item after delivery?,neutral,open,2025-08-05T17:00:00
TICK-001192,CUST-00833,policy_question,What is your refund policy for items damaged in shipping?,neutral,resolved,2025-03-27T00:00:00
TICK-001193,CUST-00280,order_inquiry,The courier app says delivered but nothing showed up at my door.,negative,resolved,2025-07-14T11:00:00
TICK-001194,CUST-00600,return_request,"Wrong size arrived, can I exchange it instead of a full return?",negative,open,2025-03-24T23:00:00
TICK-001195,CUST-00092,policy_question,"My order arrived 6 days ago but it's damaged, can I still get a refund?",neutral,open,2025-03-13T23:00:00
TICK-001196,CUST-00900,retention_risk,Not sure it's worth staying a member if service keeps slipping like this.,very_negative,open,2025-09-16T10:00:00
TICK-001197,CUST-00651,return_request,"The product stopped working after two uses, I want to return it.",negative,resolved,2025-05-20T07:00:00
TICK-001198,CUST-00350,retention_risk,"Between the delays and the return hassle, I'm reconsidering my subscription.",negative,resolved,2025-06-18T00:00:00
TICK-001199,CUST-00945,escalation,"This is regarding order ORD-005296, I've been going back and forth for a week with no resolution.",negative,resolved,2025-01-03T00:00:00
TICK-001200,CUST-00570,retention_risk,This is becoming a pattern and I don't think I want to keep ordering here.,very_negative,resolved,2025-02-11T20:00:00
TICK-001201,CUST-00032,retention_risk,"Every order this month has had some issue, what's going on?",very_negative,open,2025-06-30T12:00:00
TICK-001202,CUST-00397,return_request,"The product stopped working after two uses, I want to return it.",neutral,open,2025-03-05T14:00:00
TICK-001203,CUST-00456,policy_question,Do premium members get extended return windows?,neutral,open,2025-01-11T08:00:00
TICK-001204,CUST-00197,retention_risk,"Between the delays and the return hassle, I'm reconsidering my subscription.",negative,resolved,2025-04-24T07:00:00
TICK-001205,CUST-00038,escalation,I want to speak to someone who can actually make a decision on this.,very_negative,resolved,2025-04-18T00:00:00
TICK-001206,CUST-00406,order_inquiry,My delivery window passed yesterday and there's no update.,neutral,resolved,2025-09-14T15:00:00
TICK-001207,CUST-00689,order_inquiry,I placed this order almost 14 days ago. Is it still in transit?,negative,open,2025-02-03T18:00:00
TICK-001208,CUST-00131,order_inquiry,Tracking says shipped but there hasn't been an update in four days.,neutral,open,2025-05-21T06:00:00
TICK-001209,CUST-00710,return_request,"The item I got in order ORD-007945 isn't what I ordered, I need a replacement or refund.",negative,resolved,2025-01-02T13:00:00
TICK-001210,CUST-00875,retention_risk,"This is the third time an order has been late, I'm thinking about cancelling my account.",very_negative,resolved,2025-07-28T08:00:00
TICK-001211,CUST-00508,order_inquiry,Checking in on ORD-003823 — no movement on tracking for almost a week.,neutral,open,2025-04-25T01:00:00
TICK-001212,CUST-00546,order_inquiry,"I never got a shipping confirmation email, did my order actually go through?",neutral,resolved,2025-01-03T12:00:00
TICK-001213,CUST-00902,order_inquiry,Tracking says shipped but there hasn't been an update in four days.,negative,open,2025-04-26T22:00:00
TICK-001214,CUST-00202,policy_question,"My order arrived 5 days ago but it's damaged, can I still get a refund?",neutral,resolved,2025-06-09T02:00:00
TICK-001215,CUST-00029,retention_risk,Honestly considering switching to a different service after this experience.,very_negative,resolved,2025-01-13T18:00:00
TICK-001216,CUST-00861,return_request,"The product stopped working after two uses, I want to return it.",negative,open,2025-02-25T15:00:00
TICK-001217,CUST-00056,order_inquiry,Where is order ORD-006820? It's later than the estimate I was given.,neutral,open,2025-02-07T19:00:00
TICK-001218,CUST-00641,retention_risk,Honestly considering switching to a different service after this experience.,very_negative,open,2025-02-13T01:00:00
TICK-001219,CUST-00321,escalation,"This has gone on too long, please escalate this to a supervisor.",negative,open,2025-02-01T14:00:00
TICK-001220,CUST-00642,order_inquiry,Is there a delay on my shipment? It's been quiet since it left the facility.,neutral,open,2025-02-22T21:00:00
TICK-001221,CUST-00871,order_inquiry,My package was supposed to arrive 6 days ago and I still haven't received it.,neutral,resolved,2025-02-19T19:00:00
TICK-001222,CUST-00886,return_request,"Wrong size arrived, can I exchange it instead of a full return?",neutral,resolved,2025-07-16T14:00:00
TICK-001223,CUST-00635,return_request,"This isn't what was pictured on the product page, requesting a return.",neutral,resolved,2025-01-14T14:00:00
TICK-001224,CUST-00198,policy_question,How long does a refund actually take to process once approved?,neutral,open,2025-01-07T19:00:00
TICK-001225,CUST-00809,retention_risk,"Thinking about closing my account, can you give me a reason not to?",negative,open,2025-09-18T08:00:00
TICK-001226,CUST-00743,policy_question,What counts as eligible for a late-delivery refund?,neutral,open,2025-05-05T04:00:00
TICK-001227,CUST-00320,return_request,"The item I got in order ORD-001046 isn't what I ordered, I need a replacement or refund.",negative,resolved,2025-06-09T18:00:00
TICK-001228,CUST-00481,return_request,"I'd like to send this back, it's been 4 days since delivery, is that still within the window?",negative,resolved,2025-05-30T11:00:00
TICK-001229,CUST-00601,escalation,"I'm not satisfied with the previous response, please escalate.",negative,open,2025-05-02T16:00:00
TICK-001230,CUST-00880,return_request,"I ordered the wrong color by mistake, is exchange possible at this point?",neutral,resolved,2025-06-26T06:00:00
TICK-001231,CUST-00931,escalation,"Nothing offered so far has actually solved my problem, I need this escalated.",negative,open,2025-06-24T06:00:00
TICK-001232,CUST-00615,retention_risk,"I'm one bad experience away from cancelling, just being honest.",very_negative,resolved,2025-06-03T13:00:00
TICK-001233,CUST-00898,policy_question,"My order arrived 10 days ago but it's damaged, can I still get a refund?",neutral,resolved,2025-04-23T00:00:00
TICK-001234,CUST-00478,retention_risk,"I've been a loyal customer for years and this keeps happening, I'm losing patience.",negative,open,2025-09-04T23:00:00
TICK-001235,CUST-00827,return_request,"The product stopped working after two uses, I want to return it.",negative,open,2025-07-24T05:00:00
TICK-001236,CUST-00011,return_request,"The item I got in order ORD-002973 isn't what I ordered, I need a replacement or refund.",neutral,resolved,2025-01-16T17:00:00
TICK-001237,CUST-00451,order_inquiry,The tracking page hasn't changed since it left the warehouse.,neutral,resolved,2025-01-23T00:00:00
TICK-001238,CUST-00179,order_inquiry,The tracking page hasn't changed since it left the warehouse.,neutral,resolved,2025-03-31T10:00:00
TICK-001239,CUST-00183,return_request,"Wrong size arrived, can I exchange it instead of a full return?",neutral,open,2025-04-01T08:00:00
TICK-001240,CUST-00852,escalation,"I've contacted support three times about this and nobody has resolved it, I need a manager.",negative,resolved,2025-02-26T10:00:00
TICK-001241,CUST-00468,escalation,I want to speak to someone who can actually make a decision on this.,negative,resolved,2025-07-10T21:00:00
TICK-001242,CUST-00639,order_inquiry,Checking in on ORD-006546 — no movement on tracking for almost a week.,neutral,open,2025-03-02T04:00:00
TICK-001243,CUST-00197,return_request,"I'd like to send this back, it's been 5 days since delivery, is that still within the window?",negative,resolved,2025-06-12T19:00:00
TICK-001244,CUST-00944,policy_question,Do premium members get extended return windows?,neutral,open,2025-05-31T04:00:00
TICK-001245,CUST-00645,policy_question,What is your refund policy for items damaged in shipping?,neutral,open,2025-09-18T18:00:00
TICK-001246,CUST-00745,return_request,"Wrong size arrived, can I exchange it instead of a full return?",neutral,resolved,2025-02-03T05:00:00
TICK-001247,CUST-00384,policy_question,Are digital or downloadable products ever returnable?,neutral,resolved,2025-04-02T10:00:00
TICK-001248,CUST-00712,retention_risk,"Every order this month has had some issue, what's going on?",very_negative,resolved,2025-08-31T08:00:00
TICK-001249,CUST-00666,retention_risk,"Thinking about closing my account, can you give me a reason not to?",negative,open,2025-04-23T06:00:00
TICK-001250,CUST-00406,policy_question,Do premium members get extended return windows?,neutral,resolved,2025-08-06T12:00:00
TICK-001251,CUST-00261,retention_risk,"Between the delays and the return hassle, I'm reconsidering my subscription.",negative,open,2025-02-13T09:00:00
TICK-001252,CUST-00236,policy_question,What's the process for a refund on a final-sale item that arrived broken?,neutral,resolved,2025-06-22T13:00:00
TICK-001253,CUST-00419,policy_question,Can I return an item I opened but didn't use?,neutral,resolved,2025-06-12T08:00:00
TICK-001254,CUST-00453,policy_question,How long do I have to return an item after delivery?,neutral,resolved,2025-02-08T11:00:00
TICK-001255,CUST-00863,escalation,I want to speak to someone who can actually make a decision on this.,negative,resolved,2025-04-27T03:00:00
TICK-001256,CUST-00560,order_inquiry,Where is order ORD-000314? It's later than the estimate I was given.,neutral,resolved,2025-04-11T21:00:00
TICK-001257,CUST-00764,policy_question,Is expedited shipping refundable if the delivery is late anyway?,neutral,open,2025-03-12T22:00:00
TICK-001258,CUST-00789,return_request,"Requesting a return on ORD-000070, the item doesn't match the listing photos.",negative,resolved,2025-06-27T12:00:00
TICK-001259,CUST-00594,escalation,I've been patient but this needs to go to someone higher up now.,negative,resolved,2025-03-18T12:00:00
TICK-001260,CUST-00486,order_inquiry,"Order ORD-006137 shows 'processing' for 5 days now, is that normal?",neutral,resolved,2025-08-25T10:00:00
TICK-001261,CUST-00867,return_request,"The product stopped working after two uses, I want to return it.",neutral,resolved,2025-08-02T06:00:00
TICK-001262,CUST-00031,policy_question,Are digital or downloadable products ever returnable?,neutral,open,2025-03-07T09:00:00
TICK-001263,CUST-00512,escalation,"I've contacted support three times about this and nobody has resolved it, I need a manager.",very_negative,resolved,2025-04-26T13:00:00
TICK-001264,CUST-00782,policy_question,Can I return an item I opened but didn't use?,neutral,resolved,2025-01-12T18:00:00
TICK-001265,CUST-00976,return_request,"I'd like to send this back, it's been 4 days since delivery, is that still within the window?",negative,resolved,2025-07-15T06:00:00
TICK-001266,CUST-00548,escalation,"I've contacted support three times about this and nobody has resolved it, I need a manager.",very_negative,open,2025-09-01T03:00:00
TICK-001267,CUST-00655,policy_question,What counts as eligible for a late-delivery refund?,neutral,open,2025-03-29T03:00:00
TICK-001268,CUST-00847,retention_risk,If order ORD-000263 is late again I'm done ordering from here.,very_negative,open,2025-04-06T06:00:00
TICK-001269,CUST-00291,order_inquiry,"I never got a shipping confirmation email, did my order actually go through?",neutral,open,2025-05-30T21:00:00
TICK-001270,CUST-00059,policy_question,What counts as eligible for a late-delivery refund?,neutral,open,2025-03-29T10:00:00
TICK-001271,CUST-00401,return_request,Can I get a prepaid return label for this order?,neutral,open,2025-03-08T17:00:00
TICK-001272,CUST-00979,policy_question,"My order arrived 8 days ago but it's damaged, can I still get a refund?",neutral,open,2025-04-16T09:00:00
TICK-001273,CUST-00163,policy_question,What counts as eligible for a late-delivery refund?,neutral,open,2025-09-15T22:00:00
TICK-001274,CUST-00207,retention_risk,Not sure it's worth staying a member if service keeps slipping like this.,negative,open,2025-08-17T02:00:00
TICK-001275,CUST-00827,return_request,"This isn't what was pictured on the product page, requesting a return.",neutral,resolved,2025-09-09T14:00:00
TICK-001276,CUST-00755,policy_question,What is your refund policy for items damaged in shipping?,neutral,resolved,2025-08-22T11:00:00
TICK-001277,CUST-00401,retention_risk,Not sure it's worth staying a member if service keeps slipping like this.,negative,resolved,2025-05-08T05:00:00
TICK-001278,CUST-00469,return_request,Can I get a prepaid return label for this order?,negative,open,2025-02-18T12:00:00
TICK-001279,CUST-00246,retention_risk,"This is the third time an order has been late, I'm thinking about cancelling my account.",negative,resolved,2025-05-30T21:00:00
TICK-001280,CUST-00744,escalation,"Nothing offered so far has actually solved my problem, I need this escalated.",negative,resolved,2025-07-30T17:00:00
TICK-001281,CUST-00774,order_inquiry,Where is order ORD-000627? It's later than the estimate I was given.,neutral,resolved,2025-07-29T14:00:00
TICK-001282,CUST-00046,order_inquiry,I placed this order almost 12 days ago. Is it still in transit?,neutral,open,2025-02-07T20:00:00
TICK-001283,CUST-00391,retention_risk,"I'm one bad experience away from cancelling, just being honest.",very_negative,resolved,2025-04-10T12:00:00
TICK-001284,CUST-00118,order_inquiry,The tracking page hasn't changed since it left the warehouse.,negative,open,2025-06-17T21:00:00
TICK-001285,CUST-00070,return_request,Item from ORD-003780 arrived defective right out of the box.,neutral,open,2025-08-13T04:00:00
TICK-001286,CUST-00862,policy_question,Is expedited shipping refundable if the delivery is late anyway?,neutral,open,2025-01-10T19:00:00
TICK-001287,CUST-00128,order_inquiry,The tracking page hasn't changed since it left the warehouse.,negative,resolved,2025-03-28T02:00:00
TICK-001288,CUST-00694,retention_risk,"This is the third time an order has been late, I'm thinking about cancelling my account.",very_negative,open,2025-08-14T11:00:00
TICK-001289,CUST-00222,order_inquiry,"Order ORD-000283 shows 'processing' for 12 days now, is that normal?",neutral,open,2025-02-22T12:00:00
TICK-001290,CUST-00054,retention_risk,"I'm one bad experience away from cancelling, just being honest.",negative,open,2025-07-13T06:00:00
TICK-001291,CUST-00931,escalation,I want to speak to someone who can actually make a decision on this.,negative,open,2025-02-16T00:00:00
TICK-001292,CUST-00346,policy_question,What is your refund policy for items damaged in shipping?,neutral,open,2025-04-23T03:00:00
TICK-001293,CUST-00046,return_request,"I'd like to send this back, it's been 4 days since delivery, is that still within the window?",negative,open,2025-06-17T10:00:00
TICK-001294,CUST-00640,retention_risk,"I've been a loyal customer for years and this keeps happening, I'm losing patience.",negative,resolved,2025-08-08T03:00:00
TICK-001295,CUST-00366,order_inquiry,Tracking says shipped but there hasn't been an update in four days.,neutral,open,2025-01-08T12:00:00
TICK-001296,CUST-00399,retention_risk,"This is the third time an order has been late, I'm thinking about cancelling my account.",negative,resolved,2025-04-23T02:00:00
TICK-001297,CUST-00666,retention_risk,Not sure it's worth staying a member if service keeps slipping like this.,very_negative,open,2025-02-04T06:00:00
TICK-001298,CUST-00512,policy_question,How long does a refund actually take to process once approved?,neutral,open,2025-05-09T03:00:00
TICK-001299,CUST-00695,retention_risk,This is becoming a pattern and I don't think I want to keep ordering here.,negative,resolved,2025-03-31T20:00:00
TICK-001300,CUST-00872,return_request,"The product stopped working after two uses, I want to return it.",negative,open,2025-06-21T00:00:00
TICK-001301,CUST-00460,retention_risk,"Thinking about closing my account, can you give me a reason not to?",very_negative,open,2025-09-15T18:00:00
TICK-001302,CUST-00239,retention_risk,"This is the third time an order has been late, I'm thinking about cancelling my account.",negative,open,2025-06-08T07:00:00
TICK-001303,CUST-00635,return_request,"Wrong size arrived, can I exchange it instead of a full return?",neutral,open,2025-03-12T11:00:00
TICK-001304,CUST-00156,policy_question,Do premium members get extended return windows?,neutral,open,2025-01-20T07:00:00
TICK-001305,CUST-00969,escalation,"I'm not satisfied with the previous response, please escalate.",very_negative,resolved,2025-03-10T08:00:00
TICK-001306,CUST-00534,policy_question,What is your refund policy for items damaged in shipping?,neutral,resolved,2025-01-13T07:00:00
TICK-001307,CUST-00351,return_request,"The product stopped working after two uses, I want to return it.",neutral,open,2025-01-28T21:00:00
TICK-001308,CUST-00704,escalation,I've been patient but this needs to go to someone higher up now.,negative,resolved,2025-06-14T05:00:00
TICK-001309,CUST-00067,policy_question,What is your refund policy for items damaged in shipping?,neutral,open,2025-04-09T01:00:00
TICK-001310,CUST-00210,retention_risk,If order ORD-007687 is late again I'm done ordering from here.,negative,open,2025-03-30T18:00:00
TICK-001311,CUST-00242,retention_risk,"I've been a loyal customer for years and this keeps happening, I'm losing patience.",negative,resolved,2025-08-28T09:00:00
TICK-001312,CUST-00435,order_inquiry,I placed this order almost 5 days ago. Is it still in transit?,neutral,open,2025-06-05T09:00:00
TICK-001313,CUST-00279,retention_risk,"I've been a loyal customer for years and this keeps happening, I'm losing patience.",very_negative,open,2025-07-04T12:00:00
TICK-001314,CUST-00452,policy_question,What counts as eligible for a late-delivery refund?,neutral,resolved,2025-03-21T15:00:00
TICK-001315,CUST-00438,order_inquiry,"I never got a shipping confirmation email, did my order actually go through?",neutral,resolved,2025-03-20T17:00:00
TICK-001316,CUST-00475,return_request,"Requesting a return on ORD-003117, the item doesn't match the listing photos.",negative,resolved,2025-05-26T12:00:00
TICK-001317,CUST-00074,retention_risk,"I'm one bad experience away from cancelling, just being honest.",very_negative,open,2025-08-29T06:00:00
TICK-001318,CUST-00014,order_inquiry,I placed this order almost 2 days ago. Is it still in transit?,negative,resolved,2025-09-09T12:00:00
TICK-001319,CUST-00994,escalation,"This has gone on too long, please escalate this to a supervisor.",very_negative,resolved,2025-09-08T09:00:00
TICK-001320,CUST-00073,retention_risk,"Thinking about closing my account, can you give me a reason not to?",very_negative,open,2025-03-05T12:00:00
TICK-001321,CUST-00782,escalation,"This is regarding order ORD-001592, I've been going back and forth for a week with no resolution.",very_negative,resolved,2025-06-28T16:00:00
TICK-001322,CUST-00714,retention_risk,"Between the delays and the return hassle, I'm reconsidering my subscription.",negative,resolved,2025-08-06T23:00:00
TICK-001323,CUST-00036,order_inquiry,The courier app says delivered but nothing showed up at my door.,neutral,open,2025-03-17T08:00:00
TICK-001324,CUST-00254,retention_risk,If order ORD-002084 is late again I'm done ordering from here.,negative,open,2025-03-01T02:00:00
TICK-001325,CUST-00408,retention_risk,This is becoming a pattern and I don't think I want to keep ordering here.,negative,open,2025-08-05T05:00:00
TICK-001326,CUST-00310,return_request,"Requesting a return on ORD-005668, the item doesn't match the listing photos.",negative,resolved,2025-07-30T23:00:00
TICK-001327,CUST-00652,return_request,"This arrived damaged, the box was crushed and the product inside is cracked.",negative,open,2025-05-18T23:00:00
TICK-001328,CUST-00007,order_inquiry,"Order ORD-003261 shows 'processing' for 6 days now, is that normal?",neutral,resolved,2025-01-01T03:00:00
TICK-001329,CUST-00427,order_inquiry,"Order ORD-003423 shows 'processing' for 12 days now, is that normal?",negative,resolved,2025-08-09T05:00:00
TICK-001330,CUST-00138,order_inquiry,Can someone tell me what's happening with order ORD-005768?,neutral,resolved,2025-04-04T16:00:00
TICK-001331,CUST-00581,escalation,"This has gone on too long, please escalate this to a supervisor.",negative,open,2025-04-13T01:00:00
TICK-001332,CUST-00266,return_request,"Wrong size arrived, can I exchange it instead of a full return?",negative,resolved,2025-02-25T20:00:00
TICK-001333,CUST-00088,order_inquiry,The tracking page hasn't changed since it left the warehouse.,neutral,open,2025-05-22T02:00:00
TICK-001334,CUST-00241,policy_question,How long does a refund actually take to process once approved?,neutral,resolved,2025-02-21T00:00:00
TICK-001335,CUST-00809,order_inquiry,My package was supposed to arrive 14 days ago and I still haven't received it.,neutral,open,2025-04-19T16:00:00
TICK-001336,CUST-00618,return_request,Can I get a prepaid return label for this order?,negative,resolved,2025-08-31T10:00:00
TICK-001337,CUST-00380,retention_risk,"Between the delays and the return hassle, I'm reconsidering my subscription.",very_negative,resolved,2025-05-03T11:00:00
TICK-001338,CUST-00626,retention_risk,This is becoming a pattern and I don't think I want to keep ordering here.,negative,resolved,2025-06-19T03:00:00
TICK-001339,CUST-00027,order_inquiry,"Order ORD-003292 shows 'processing' for 4 days now, is that normal?",negative,open,2025-05-24T22:00:00
TICK-001340,CUST-00378,return_request,"Wrong size arrived, can I exchange it instead of a full return?",negative,resolved,2025-07-31T21:00:00
TICK-001341,CUST-00981,order_inquiry,My delivery window passed yesterday and there's no update.,neutral,open,2025-07-04T01:00:00
TICK-001342,CUST-00334,escalation,"Nothing offered so far has actually solved my problem, I need this escalated.",very_negative,open,2025-09-06T12:00:00
TICK-001343,CUST-00357,return_request,"This arrived damaged, the box was crushed and the product inside is cracked.",negative,resolved,2025-02-21T23:00:00
TICK-001344,CUST-00200,policy_question,How long does a refund actually take to process once approved?,neutral,open,2025-03-07T15:00:00
TICK-001345,CUST-00690,return_request,"Requesting a return on ORD-006819, the item doesn't match the listing photos.",negative,open,2025-08-17T03:00:00
TICK-001346,CUST-00247,policy_question,Are digital or downloadable products ever returnable?,neutral,open,2025-03-29T21:00:00
TICK-001347,CUST-00446,retention_risk,Honestly considering switching to a different service after this experience.,negative,open,2025-06-17T12:00:00
TICK-001348,CUST-00737,return_request,"Wrong size arrived, can I exchange it instead of a full return?",negative,resolved,2025-03-05T21:00:00
TICK-001349,CUST-00743,order_inquiry,Checking in on ORD-005191 — no movement on tracking for almost a week.,neutral,open,2025-06-20T07:00:00
TICK-001350,CUST-00947,escalation,I've been patient but this needs to go to someone higher up now.,negative,resolved,2025-07-13T22:00:00
TICK-001351,CUST-00670,return_request,Can I get a prepaid return label for this order?,negative,open,2025-04-25T08:00:00
TICK-001352,CUST-00115,order_inquiry,Tracking says shipped but there hasn't been an update in four days.,neutral,resolved,2025-04-07T23:00:00
TICK-001353,CUST-00377,escalation,"I'm not satisfied with the previous response, please escalate.",negative,resolved,2025-07-14T18:00:00
TICK-001354,CUST-00605,return_request,"Requesting a return on ORD-000507, the item doesn't match the listing photos.",neutral,resolved,2025-08-05T10:00:00
TICK-001355,CUST-00680,return_request,"I'd like to send this back, it's been 12 days since delivery, is that still within the window?",neutral,open,2025-07-22T00:00:00
TICK-001356,CUST-00324,policy_question,What counts as eligible for a late-delivery refund?,neutral,resolved,2025-04-23T15:00:00
TICK-001357,CUST-00291,retention_risk,If order ORD-004928 is late again I'm done ordering from here.,negative,open,2025-06-13T09:00:00
TICK-001358,CUST-00869,policy_question,"My order arrived 6 days ago but it's damaged, can I still get a refund?",neutral,open,2025-09-11T09:00:00
TICK-001359,CUST-00061,retention_risk,This is becoming a pattern and I don't think I want to keep ordering here.,very_negative,open,2025-04-18T23:00:00
TICK-001360,CUST-00754,escalation,"This is regarding order ORD-005738, I've been going back and forth for a week with no resolution.",negative,open,2025-09-07T23:00:00
TICK-001361,CUST-00023,policy_question,How long do I have to return an item after delivery?,neutral,resolved,2025-08-05T21:00:00
TICK-001362,CUST-00776,policy_question,What's the process for a refund on a final-sale item that arrived broken?,neutral,resolved,2025-02-06T16:00:00
TICK-001363,CUST-00946,return_request,"Requesting a return on ORD-005705, the item doesn't match the listing photos.",neutral,resolved,2025-02-19T04:00:00
TICK-001364,CUST-00887,policy_question,How long does a refund actually take to process once approved?,neutral,resolved,2025-08-23T20:00:00
TICK-001365,CUST-00713,order_inquiry,Can someone tell me what's happening with order ORD-003620?,neutral,resolved,2025-03-16T06:00:00
TICK-001366,CUST-00371,order_inquiry,"Order ORD-001603 shows 'processing' for 2 days now, is that normal?",negative,open,2025-03-17T12:00:00
TICK-001367,CUST-00696,escalation,"This has gone on too long, please escalate this to a supervisor.",negative,open,2025-02-19T11:00:00
TICK-001368,CUST-00054,escalation,"This is regarding order ORD-007742, I've been going back and forth for a week with no resolution.",negative,resolved,2025-08-11T04:00:00
TICK-001369,CUST-00251,retention_risk,This is becoming a pattern and I don't think I want to keep ordering here.,negative,open,2025-05-04T12:00:00
TICK-001370,CUST-00978,policy_question,How long does a refund actually take to process once approved?,neutral,resolved,2025-02-15T14:00:00
TICK-001371,CUST-00282,return_request,Can I get a prepaid return label for this order?,negative,resolved,2025-01-06T03:00:00
TICK-001372,CUST-00501,order_inquiry,Tracking says shipped but there hasn't been an update in four days.,negative,open,2025-01-12T18:00:00
